id,ime,podrocje,nadstropje,leto,velikost,cena,posredovanje,tip1
6057429,LJ. ŠIŠKA,Vic-Rudnik,2,2018,82.98,247570.35,Prodaja,Stanovanje
6057422,LJ. ŠIŠKA,Vic-Rudnik,1,2018,84.8,249446.0,Prodaja,Stanovanje
6064223,LJ. ŠIŠKA,Vic-Rudnik,2,1952,88.7,229000.0,Prodaja,Stanovanje
5989950,LJ. ŠIŠKA,Vic-Rudnik,4,1934,89.0,203500.0,Prodaja,Stanovanje
6057421,LJ. ŠIŠKA,Vic-Rudnik,1,2018,90.81,265449.4,Prodaja,Stanovanje
6057420,LJ. ŠIŠKA,Vic-Rudnik,1,2018,91.79,281899.0,Prodaja,Stanovanje
6059557,LJ. ŠIŠKA,Vic-Rudnik,5,1978,95.6,175000.0,Prodaja,Stanovanje
6035462,LJ. ŠIŠKA,Vic-Rudnik,3,1984,98.4,215000.0,Prodaja,Stanovanje
6024242,LJ. ŠIŠKA,Vic-Rudnik,M,1939,102.3,195000.0,Prodaja,Stanovanje
6066980,LJ. ŠIŠKA,Vic-Rudnik,4,2008,108.72,366000.0,Prodaja,Stanovanje
6067839,LJ. ŠIŠKA,Vic-Rudnik,4,2018,217.43,778643.59,Prodaja,Stanovanje
6067408,"LJ. ŠIŠKA, ADAMIČEVA ULICA",Vic-Rudnik,3,1970,28.5,84900.0,Prodaja,Stanovanje
6029756,"LJ. ŠIŠKA, ALEŠOVČEVA ULICA",Vic-Rudnik,M,1961,19.7,37000.0,Prodaja,Stanovanje
6015434,"LJ. ŠIŠKA, ALJAZEVA, PRILOZNOST ZA OBNOVO",Vic-Rudnik,3,1979,40.0,110000.0,Prodaja,Stanovanje
