id,ime,podrocje,nadstropje,leto,velikost,cena
6052496,"LJ. BEŽIGRAD, BLIŽINA POP TV",Bezigrad,P,1961,42.6,142000.0
6052713,"LJ. BEŽIGRAD, BLIŽINA POP TV",Bezigrad,P,1961,57.0,142000.0
6071075,"LJ. BEŽIGRAD, BRATOVŠEVA PLOŠČAD",Bezigrad,VP,1976,42.3,165000.0
6065527,"LJ. BEŽIGRAD, BRATOVŠEVA PLOŠČAD",Bezigrad,P,1976,68.5,133000.0
6073055,"LJ. BEŽIGRAD, BRATOVŠEVA PLOŠČAD",Bezigrad,VP,1976,84.0,165000.0
6054680,"LJ. BEŽIGRAD, BREZ PROVIZIJE ZA KUPCA",Bezigrad,P,2000,44.0,110000.0
6068240,"LJ. BEŽIGRAD, BREZ PROVIZIJE ZA KUPCA",Bezigrad,1,1972,45.0,150000.0
6071514,"LJ. BEŽIGRAD, BS - 3",Bezigrad,1,1979,57.35,137000.0
6062809,"LJ. BEŽIGRAD, BS 3",Bezigrad,9,1982,28.0,85000.0
6069338,"LJ. BEŽIGRAD, BS 3, REBOLJEVA ULICA",Bezigrad,4,2000,78.5,160000.0
5795982,MAREZIGE,Bezigrad,5,2000,182.3,335000.0
6073513,"LJ. BEŽIGRAD, BS3",Bezigrad,1,1979,57.4,137000.0
6075793,"LJ. BEŽIGRAD, BS3, DUPLEKS",Bezigrad,12,1982,125.6,215000.0
6059875,"LJ. BEŽIGRAD, BS4",Bezigrad,P,2000,44.7,110000.0
6070291,"LJ. BEŽIGRAD, BS4",Bezigrad,P,2000,45.0,110000.0
5987396,"LJ. BEŽIGRAD, BS4",Bezigrad,5,2001,133.7,366000.0
6071151,"LJ. BEŽIGRAD, ČRNUČE",Bezigrad,2,2009,41.1,140000.0
6031958,"LJ. BEŽIGRAD, ČRNUČE",Bezigrad,P,2009,83.0,140000.0
6054102,"LJ. BEŽIGRAD, ČRNUČE",Bezigrad,4,2011,84.1,225000.0
6064564,"LJ. BEŽIGRAD, ČRNUČE",Bezigrad,2,1956,90.7,220000.0
6075816,"LJ. BEŽIGRAD, ČRNUČE",Bezigrad,2,2009,105.0,210000.0
6031963,"LJ. BEŽIGRAD, ČRNUČE",Bezigrad,P,2009,120.0,220000.0
5821181,"ŠINKOV TURN, VODICE",Bezigrad,2,2010,129.0,270000.0
6045634,"LJ. BEŽIGRAD, ČRNUČE, SAVSKI BREG",Bezigrad,P,2009,62.0,148000.0
6045607,"LJ. BEŽIGRAD, ČRNUČE, SAVSKI BREG",Bezigrad,P,2009,62.0,148000.0
5922398,"LJ. BEŽIGRAD, ČRNUČE, TERASA",Bezigrad,4,2009,137.0,225000.0
6057017,"LJ. BEŽIGRAD, ČRTOMIROVA ULICA",Bezigrad,3,1969,38.0,89000.0
5970259,"LJ. BEŽIGRAD, ČRTOMIROVA ULICA",Bezigrad,4,1969,48.0,115000.0
6074242,"LJ. BEŽIGRAD, DUNAJSKA",Bezigrad,5,2014,48.71,201834.0
6073382,"LJ. BEŽIGRAD, DUNAJSKA",Bezigrad,6,2014,56.7,234913.0
6073862,"LJ. BEŽIGRAD, DUNAJSKA",Bezigrad,4,2014,56.76,217805.68
6073380,"LJ. BEŽIGRAD, DUNAJSKA",Bezigrad,10,2014,82.7,416774.0
6017955,"LJ. BEŽIGRAD, DUNAJSKA",Bezigrad,10,2014,107.31,591990.0
6073383,"LJ. BEŽIGRAD, DUNAJSKA",Bezigrad,9,2014,114.55,670266.0
6073858,"LJ. BEŽIGRAD, DUNAJSKA",Bezigrad,5,2014,114.81,468988.66
6073856,"LJ. BEŽIGRAD, DUNAJSKA",Bezigrad,10,2014,117.57,654617.47
5936654,"LJ. BEŽIGRAD, DUNAJSKA CESTA",Bezigrad,2,2014,40.62,147890.0
6039102,"LJ. BEŽIGRAD, DUNAJSKA CESTA",Bezigrad,1,2011,73.6,195000.0
6074332,"LJ. BEŽIGRAD, DUNAJSKA CESTA 113",Bezigrad,1,1991,36.0,91800.0
6014200,"LJ. BEŽIGRAD, DUNAJSKA CESTA 144",Bezigrad,8,2014,151.0,591229.78
6013130,"LJ. BEŽIGRAD, DUNAJSKA CESTA 144",Bezigrad,5,2014,163.0,468988.66
6038709,"LJ. BEŽIGRAD, DUNAJSKA CESTA, BLIŽINA GR",Bezigrad,4,1939,98.7,220000.0
